검진청구항목기준년도,건강검진청구항목코드,건강검진청구항목코드명,건강검진유형구분코드,건강검진유형상세코드
2007,B1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,B
2007,B1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,B
2007,B1101005,요검사,요검사,B
2007,B1101006,AST(SGOT),AST(SGOT),B
2007,B1101007,ALT(SGPT),ALT(SGPT),B
2007,B1101008,감마지피티,감마지피티,B
2007,B1101009,혈청크레아티닌,혈청크레아티닌,B
2007,B1101010,총콜레스테롤,총콜레스테롤,B
2007,B1101011,트리글리세라이드,트리글리세라이드,B
2007,B1101012,HDL콜레스테롤(LDL포함),HDL콜레스테롤(LDL포함),B
2007,B1101013,혈색소,혈색소,B
2007,B1101014,식전혈당,식전혈당,B
2007,B1101015,간염검사(일반),간염검사(일반),B
2007,B1101016,간염검사(정밀),간염검사(정밀),B
2015,D3102053,(위암)CRorDR,(위암)CRorDR,D
2015,D3102054,(위암)FullPACS,(위암)FullPACS,D
2015,D3102055,(위암)검사료,(위암)검사료,D
2015,D3102056,(위암)주사약제(아트로핀),(위암)주사약제(아트로핀),D
2015,D3102057,(위암)주사약제(부스코판),(위암)주사약제(부스코판),D
2015,D3102058,(위암)주사료,(위암)주사료,D
2015,D3102059,(위암)내시경하생검,(위암)내시경하생검,D
2015,D3102060,(위암)병리조직검사1-3개,(위암)병리조직검사1-3개,D
2015,D3102061,(위암)병리조직검사4-6개,(위암)병리조직검사4-6개,D
2015,D3102062,(위암)병리조직검사7-9개,(위암)병리조직검사7-9개,D
2015,D3102063,(위암)병리조직검사10-12개,(위암)병리조직검사10-12개,D
2015,D3102064,(위암)병리조직검사13개이상,(위암)병리조직검사13개이상,D
2015,D3201006,(대장암)분변잠혈(RPHA),(대장암)분변잠혈(RPHA),D
2015,D3201007,(대장암)대장이중조영검사(직촬),(대장암)대장이중조영검사(직촬),D
2015,D3201008,(대장암)대장내시경검사(전처치재료4L),(대장암)대장내시경검사(전처치재료4L),D
2015,D3201011,(대장암)조직검사(1-3),(대장암)조직검사(1-3),D
2015,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2015,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2015,D3201031,(대장암)조직검사(4-6),(대장암)조직검사(4-6),D
2015,D3201032,(대장암)조직검사(7-9),(대장암)조직검사(7-9),D
2015,D3201033,(대장암)조직검사(10-12),(대장암)조직검사(10-12),D
2015,D3201034,(대장암)조직검사(13이상),(대장암)조직검사(13이상),D
2015,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2015,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2015,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2015,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2015,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2015,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2015,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2015,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2015,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2015,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2015,D3202076,(대장암)전처치재료4L,(대장암)전처치재료4L,D
2015,D3202077,(대장암)내시경하생검,(대장암)내시경하생검,D
2015,D3202078,(대장암)병리조직검사1-3개,(대장암)병리조직검사1-3개,D
2015,D3202079,(대장암)병리조직검사4-6개,(대장암)병리조직검사4-6개,D
2015,D3202080,(대장암)병리조직검사7-9개,(대장암)병리조직검사7-9개,D
2015,D3202081,(대장암)병리조직검사10-12개,(대장암)병리조직검사10-12개,D
2015,D3202082,(대장암)병리조직검사13개이상,(대장암)병리조직검사13개이상,D
2015,D3301012,(유방암)유방촬영(직촬),(유방암)유방촬영(직촬),D
2004,A1101006,감마지티피(r-GTP),감마지티피(r-GTP),A
2004,A1101007,혈색소,혈색소,A
2004,A1101008,요검사,요검사,A
2004,A1101009,심전도검사,심전도검사,A
2004,A1101010,흉부방사선검사(70mm),흉부방사선검사(70mm),A
2004,A1101011,자궁질도말세포병리검사,자궁질도말세포병리검사,A
2004,A1101012,간염검사,간염검사,A
2004,A1101013,흉부방사선검사(100mm),흉부방사선검사(100mm),A
2004,A2101021,상담료및행정비용(2차),상담료및행정비용(2차),A
2004,A2101022,폐결핵및흉부방사선직촬,폐결핵및흉부방사선직촬,A
2004,A2101023,결핵균집균도말검사,결핵균집균도말검사,A
2004,A2101024,기타흉부질환(직촬),기타흉부질환(직촬),A
2004,A2101025,고혈압성질환(심전도포함),고혈압성질환(심전도포함),A
2004,A2101026,고혈압성질환(심전도미포함),고혈압성질환(심전도미포함),A
2004,A2101027,고지혈증,고지혈증,A
2004,A2101028,간장질환(간염포함),간장질환(간염포함),A
2004,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2004,A2101030,당뇨질환,당뇨질환,A
2004,A2101031,신장질환,신장질환,A
2004,A2101032,빈혈증,빈혈증,A
2004,A2101033,정밀안저검사동시실시,정밀안저검사동시실시,A
2004,B1101001,상담료및행정비용,상담료및행정비용,B
2015,E9001010,건강교육(개인위생),건강교육(개인위생),E
2015,E9001011,건강교육(기본료),건강교육(기본료),E
2015,E9001012,상담및행정비용공휴일가산,상담및행정비용공휴일가산,E
2015,E9001013,건강교육(간접흡연),건강교육(간접흡연),E
2015,C1101001,구강검사진찰및상담,구강검사진찰및상담,C
2015,C1101002,치면세균막검사,치면세균막검사,C
2015,C1101003,구강검사진찰및상담공휴일가산,구강검사진찰및상담공휴일가산,C
2015,A1101001,상담료,상담료,A
2015,A1101003,흉부방사선직촬14*14,흉부방사선직촬14*14,A
2015,A1101004,흉부방사선직촬14*17,흉부방사선직촬14*17,A
2015,A1101005,요검사,요검사,A
2015,A1101006,AST(SGOT),AST(SGOT),A
2015,A1101007,ALT(SGPT),ALT(SGPT),A
2015,A1101008,감마지피티,감마지피티,A
2015,A1101009,혈청크레아티닌,혈청크레아티닌,A
2015,A1101010,총콜레스테롤,총콜레스테롤,A
2015,A1101011,트리글리세라이드,트리글리세라이드,A
2015,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2015,A1101013,혈색소,혈색소,A
2015,A1101014,공복혈당,공복혈당,A
2015,A1101015,B형간염표면항원(일반),B형간염표면항원(일반),A
2015,A1101016,B형간염표면항원(정밀EIA),B형간염표면항원(정밀EIA),A
2015,A1101017,양방사선골밀도검사(DXA),양방사선골밀도검사(DXA),A
2015,A1101018,양방사선말단골밀도측정(PDEXA),양방사선말단골밀도측정(PDEXA),A
2015,A1101019,정량적전산화단층(QCTPQCT),정량적전산화단층(QCTPQCT),A
2015,A1101020,기타초음파골밀도측정(QUS),기타초음파골밀도측정(QUS),A
2015,A1101021,노인신체기능검사,노인신체기능검사,A
2015,A1101022,B형간염표면항체(일반),B형간염표면항체(일반),A
2015,A1101023,B형간염표면항체(정밀EIA),B형간염표면항체(정밀EIA),A
2015,A1101024,흉부방사선CR/DR,흉부방사선CR/DR,A
2015,A1101025,흉부방사선FullPacs,흉부방사선FullPacs,A
2015,A1101026,B형간염표면항원(정밀RIA),B형간염표면항원(정밀RIA),A
2015,A1101027,B형간염표면항체(정밀RIA),B형간염표면항체(정밀RIA),A
2015,A1101028,LDL콜레스테롤,LDL콜레스테롤,A
2015,A1101042,1차상담료공휴일가산,1차상담료공휴일가산,A
2015,A1102044,촬영및판독료,촬영및판독료,A
2015,A1102045,필름14*14,필름14*14,A
2015,A1102046,필름14*17,필름14*17,A
2015,A1102047,CRorDR,CRorDR,A
2015,A1102048,FullPACS,FullPACS,A
2015,A2101030,2차사후상담,2차사후상담,A
2015,A2101031,식전혈당(혈액화학분석기),식전혈당(혈액화학분석기),A
2015,A2101032,생활습관흡연,생활습관흡연,A
2015,A2101033,생활습관음주,생활습관음주,A
2015,A2101034,생활습관운동,생활습관운동,A
2015,A2101035,생활습관영양,생활습관영양,A
2015,A2101036,생활습관비만,생활습관비만,A
2015,A2101037,생활습관상담료(기본료),생활습관상담료(기본료),A
2015,A2101038,CES-D우울증검사,CES-D우울증검사,A
2015,A2101039,GDS우울증검사,GDS우울증검사,A
2015,A2101040,KDSQ-C인지기능장애검사,KDSQ-C인지기능장애검사,A
2002,B2101022,폐결핵및흉부(도말유),폐결핵및흉부(도말유),B
2002,B2101023,폐결핵및흉부(도말무),폐결핵및흉부(도말무),B
2002,B2101024,기타흉부질환,기타흉부질환,B
2005,B2101030,당뇨질환,당뇨질환,B
2005,B2101031,신장질환,신장질환,B
2005,B2101032,빈혈증,빈혈증,B
2005,B2101033,정밀안저검사동시실시,정밀안저검사동시실시,B
2005,C1101001,구강검사,구강검사,C
2005,D9001001,암상담료및행정비용,암상담료및행정비용,D
2005,D9001002,(위암)위장조영촬영,(위암)위장조영촬영,D
2005,D9001003,(위암)상부소화관내시경,(위암)상부소화관내시경,D
2005,D9001004,(위암)조직검사,(위암)조직검사,D
2006,B1101001,상담료및행정비용,상담료및행정비용,B
2019,D3201009,(대장암)대장내시경검사(전처치재료2L),(대장암)대장내시경검사(전처치재료2L),D
2019,D3201010,(대장암)대장내시경검사(전처치재료354㎖),(대장암)대장내시경검사(전처치재료354㎖),D
2019,D3201011,(대장암)조직검사,(대장암)조직검사,D
2019,D3201016,(대장암)분변잠혈(정량법),(대장암)분변잠혈(정량법),D
2019,D3201021,(대장암)상담료및행정비용,(대장암)상담료및행정비용,D
2019,D3201037,(대장암)대장이중조영(CR/DR),(대장암)대장이중조영(CR/DR),D
2019,D3201038,(대장암)대장이중조영(FullPacs),(대장암)대장이중조영(FullPacs),D
2019,D3201040,(대장암)포셉,(대장암)포셉,D
2019,D3201045,(대장암)상담료공휴일가산,(대장암)상담료공휴일가산,D
2019,D3201046,(대장암)장애인안전편의관리비(분변),(대장암)장애인안전편의관리비(분변),D
2019,D3201047,(대장암)장애인안전편의관리비(조영),(대장암)장애인안전편의관리비(조영),D
2019,D3201048,(대장암)장애인안전편의관리비(내시경),(대장암)장애인안전편의관리비(내시경),D
2019,D3202048,(대장암)세척료,(대장암)세척료,D
2019,D3202069,(대장암)촬영및판독료,(대장암)촬영및판독료,D
2019,D3202070,(대장암)필름료(14*17:4매10*12:6매),(대장암)필름료(14*17:4매10*12:6매),D
2019,D3202071,(대장암)바륨분말,(대장암)바륨분말,D
2019,D3202072,(대장암)전처치하제,(대장암)전처치하제,D
2019,D3202073,(대장암)CRorDR,(대장암)CRorDR,D
2019,D3202074,(대장암)FullPACS,(대장암)FullPACS,D
2019,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2019,D3202076,(대장암)전처치재료4L,(대장암)전처치재료4L,D
2019,D3202077,(대장암)내시경하생검,(대장암)내시경하생검,D
2019,D3202078,(대장암)병리조직검사,(대장암)병리조직검사,D
2019,D3202083,(대장암)전처치재료2L,(대장암)전처치재료2L,D
2019,D3301012,(유방암)유방촬영(직촬)-양측,(유방암)유방촬영(직촬)-양측,D
2019,D3301013,(유방암)유방촬영(직촬)-편측,(유방암)유방촬영(직촬)-편측,D
2019,D3301023,(유방암)상담료및행정비용,(유방암)상담료및행정비용,D
2019,D3301039,(유방암)유방촬영(CR/DR)-양측,(유방암)유방촬영(CR/DR)-양측,D
2019,D3301040,(유방암)유방촬영(FullPacs)-양측,(유방암)유방촬영(FullPacs)-양측,D
2019,D3301041,(유방암)유방촬영(CR/DR)-편측,(유방암)유방촬영(CR/DR)-편측,D
2019,D3301042,(유방암)유방촬영(FullPacs)-편측,(유방암)유방촬영(FullPacs)-편측,D
2019,D3301047,(유방암)상담료공휴일가산,(유방암)상담료공휴일가산,D
2019,D3301048,(유방암)장애인안전편의관리비,(유방암)장애인안전편의관리비,D
2019,D3302065,(유방암)촬영및판독료-양측,(유방암)촬영및판독료-양측,D
2019,D3302066,(유방암)필름료(유방전용필름:4매)-양측,(유방암)필름료(유방전용필름:4매)-양측,D
2019,D3302067,(유방암)CRorDR-양측,(유방암)CRorDR-양측,D
2019,D3302068,(유방암)FullPACS-양측,(유방암)FullPACS-양측,D
2019,D3302070,(유방암)촬영및판독료-편측,(유방암)촬영및판독료-편측,D
2019,D3302071,(유방암)필름료(유방전용필름:2매)-편측,(유방암)필름료(유방전용필름:2매)-편측,D
2019,D3302072,(유방암)CRorDR-편측,(유방암)CRorDR-편측,D
2019,D3302073,(유방암)FullPACS-편측,(유방암)FullPACS-편측,D
2019,D3401005,(간암)초음파검사,(간암)초음파검사,D
2019,D3401014,(간암)혈청알파태아단백(RPHA),(간암)혈청알파태아단백(RPHA),D
2019,D3401015,(간암)혈청알파태아단백(EIA),(간암)혈청알파태아단백(EIA),D
2019,D3401022,(간암)상담료및행정비용,(간암)상담료및행정비용,D
2019,D3401041,(간암)혈청알파태아단백(RIA),(간암)혈청알파태아단백(RIA),D
2019,D3401046,(간암)상담료공휴일가산,(간암)상담료공휴일가산,D
2019,D3401047,(간암)장애인안전편의관리비,(간암)장애인안전편의관리비,D
2019,D3501017,(자궁암)자궁경부세포검사,(자궁암)자궁경부세포검사,D
2019,D3501024,(자궁암)상담료및행정비용,(자궁암)상담료및행정비용,D
2001,A2101029,간장질환(간염미포함),간장질환(간염미포함),A
2001,A2101030,당뇨질환,당뇨질환,A
2001,A2101031,신장질환,신장질환,A
2001,A2101032,빈혈증,빈혈증,A
2001,A2101033,고혈압당뇨질환동시실시,고혈압당뇨질환동시실시,A
2001,B1101001,진찰및상담,진찰및상담,B
2001,B1101002,혈청지오티,혈청지오티,B
2001,B1101003,혈청지피티,혈청지피티,B
2001,B1101004,혈당,혈당,B
2001,B1101005,총콜레스테롤,총콜레스테롤,B
2017,A1101005,요검사,요검사,A
2017,A1101006,AST(SGOT),AST(SGOT),A
2017,A1101007,ALT(SGPT),ALT(SGPT),A
2017,A1101008,감마지피티,감마지피티,A
2017,A1101009,혈청크레아티닌,혈청크레아티닌,A
2017,A1101010,총콜레스테롤,총콜레스테롤,A
2017,A1101011,트리글리세라이드,트리글리세라이드,A
2017,A1101012,HDL콜레스테롤,HDL콜레스테롤,A
2017,D3202075,(대장암)대장내시경검사,(대장암)대장내시경검사,D
2017,D3202076,(대장암)전처치재료4L,(대장암)전처치재료4L,D
2017,D3202077,(대장암)내시경하생검,(대장암)내시경하생검,D
2017,D3202078,(대장암)병리조직검사1-3개,(대장암)병리조직검사1-3개,D
2017,D3202079,(대장암)병리조직검사4-6개,(대장암)병리조직검사4-6개,D
2017,D3202080,(대장암)병리조직검사7-9개,(대장암)병리조직검사7-9개,D
2017,D3202081,(대장암)병리조직검사10-12개,(대장암)병리조직검사10-12개,D
2017,D3202082,(대장암)병리조직검사13개이상,(대장암)병리조직검사13개이상,D
2017,D3301012,(유방암)유방촬영(직촬),(유방암)유방촬영(직촬),D
2017,D3301023,(유방암)상담료및행정비용,(유방암)상담료및행정비용,D
2017,D3301039,(유방암)유방촬영(CR/DR),(유방암)유방촬영(CR/DR),D
2017,D3301040,(유방암)유방촬영(FullPacs),(유방암)유방촬영(FullPacs),D
2017,D3301047,(유방암)상담료공휴일가산,(유방암)상담료공휴일가산,D
